transaction_id,action,recovered,recovered_amount,recovery_time,action_cost
25229,payment_link,0,0.0,,12.0
57230,email,1,714.31,104.6,5.0
11217,retry,0,0.0,,8.0
30700,whatsapp,0,0.0,,18.0
82140,payment_link,1,2981.13,69.1,12.0
8654,human_escalation,1,3326.35,117.9,250.0
31298,retry,1,2081.15,80.6,8.0
76911,retry,1,2254.9,26.7,8.0
48972,human_escalation,1,825.05,66.3,250.0
93407,retry,1,3683.97,37.6,8.0
76086,payment_link,1,2743.67,102.1,12.0
61566,payment_link,0,0.0,,12.0
62901,email,0,0.0,,5.0
98595,email,1,1002.37,89.7,5.0
2194,payment_link,1,3108.85,125.8,12.0
73384,retry,1,3279.34,51.2,8.0
15676,email,1,840.61,190.8,5.0
33384,payment_link,1,622.99,50.2,12.0
9673,voice_call,1,2877.84,135.4,90.0
14055,whatsapp,1,1689.98,95.4,18.0
55209,whatsapp,1,3335.13,173.5,18.0
27460,payment_link,1,1695.19,298.0,12.0
15667,retry,1,1192.19,107.6,8.0
19540,whatsapp,1,4258.84,126.2,18.0
238,human_escalation,1,2989.17,55.5,250.0
47745,payment_link,0,0.0,,12.0
92943,payment_link,1,1982.58,61.3,12.0
91872,retry,1,1134.36,195.1,8.0
94847,email,1,415.48,128.0,5.0
64336,retry,1,678.97,146.8,8.0
14760,payment_link,1,4794.69,181.0,12.0
24600,payment_link,1,1532.65,76.9,12.0
10708,voice_call,0,0.0,,90.0
32807,retry,0,0.0,,8.0
70295,payment_link,1,513.34,146.9,12.0
82745,whatsapp,1,415.3,282.8,18.0
87945,retry,1,1752.68,98.6,8.0
32606,payment_link,1,606.11,81.9,12.0
58670,payment_link,0,0.0,,12.0
29158,voice_call,1,2404.1,54.7,90.0
44476,whatsapp,0,0.0,,18.0
33851,whatsapp,1,1213.84,240.0,18.0
38635,whatsapp,1,480.75,16.0,18.0
51653,payment_link,1,2779.88,366.1,12.0
52132,payment_link,1,4310.74,181.4,12.0
89967,payment_link,1,1793.42,88.4,12.0
78124,retry,0,0.0,,8.0
52719,payment_link,0,0.0,,12.0
11613,voice_call,0,0.0,,90.0
24851,voice_call,1,664.0,369.6,90.0
16665,payment_link,1,1819.85,62.4,12.0
29801,payment_link,1,1240.5,38.8,12.0
50555,retry,1,794.44,114.0,8.0
23550,whatsapp,1,1284.8,279.4,18.0
31662,human_escalation,1,2456.75,61.7,250.0
17716,whatsapp,1,1278.95,95.6,18.0
80507,payment_link,1,1301.14,181.0,12.0
59998,retry,1,745.55,92.0,8.0
47757,whatsapp,1,4368.99,191.9,18.0
32051,payment_link,1,1872.29,178.0,12.0
13949,voice_call,1,1555.9,110.7,90.0
31662,payment_link,1,2456.75,111.4,12.0
69682,retry,0,0.0,,8.0
56211,retry,1,538.66,77.4,8.0
59842,payment_link,0,0.0,,12.0
90851,human_escalation,1,1966.79,14.2,250.0
94084,payment_link,0,0.0,,12.0
39688,email,1,1010.38,124.1,5.0
32540,retry,0,0.0,,8.0
1371,payment_link,1,1501.69,49.6,12.0
60573,retry,1,2124.12,304.4,8.0
83912,retry,0,0.0,,8.0
72695,payment_link,1,538.61,24.3,12.0
28295,voice_call,0,0.0,,90.0
19106,voice_call,1,3029.84,171.9,90.0
53498,human_escalation,1,1227.16,284.3,250.0
76258,retry,1,2446.88,218.9,8.0
68109,payment_link,0,0.0,,12.0
38060,whatsapp,1,698.21,494.9,18.0
4541,payment_link,1,2642.48,157.9,12.0
20415,retry,1,2429.81,29.4,8.0
36992,payment_link,0,0.0,,12.0
58212,whatsapp,1,962.95,111.4,18.0
68949,retry,0,0.0,,8.0
55756,whatsapp,1,2209.23,42.7,18.0
34057,retry,1,794.24,129.7,8.0
46420,whatsapp,1,1439.67,389.9,18.0
7049,voice_call,1,1508.37,68.3,90.0
24420,retry,1,906.11,64.1,8.0
51406,payment_link,1,2405.03,120.8,12.0
89041,retry,0,0.0,,8.0
98356,retry,0,0.0,,8.0
75941,payment_link,1,7147.01,268.0,12.0
11787,whatsapp,1,1071.06,31.7,18.0
14087,human_escalation,0,0.0,,250.0
7588,payment_link,0,0.0,,12.0
17771,retry,0,0.0,,8.0
79423,whatsapp,1,3390.56,151.2,18.0
40093,payment_link,1,9975.12,76.8,12.0
11515,payment_link,1,1140.81,121.3,12.0
57400,payment_link,1,2092.86,143.5,12.0
81918,human_escalation,1,1876.85,248.1,250.0
59383,payment_link,0,0.0,,12.0
54584,retry,1,450.38,58.3,8.0
31739,whatsapp,0,0.0,,18.0
20164,payment_link,0,0.0,,12.0
16473,payment_link,1,1084.23,309.5,12.0
53676,payment_link,1,5038.19,289.6,12.0
61410,payment_link,1,1742.72,245.6,12.0
1434,retry,0,0.0,,8.0
1402,retry,0,0.0,,8.0
83798,whatsapp,1,1665.84,67.1,18.0
48971,whatsapp,1,966.92,234.7,18.0
78499,whatsapp,1,1968.41,110.9,18.0
15979,payment_link,0,0.0,,12.0
90425,payment_link,0,0.0,,12.0
80570,payment_link,1,2697.31,17.6,12.0
23690,retry,1,749.43,35.1,8.0
17161,retry,0,0.0,,8.0
70040,retry,1,5024.71,94.5,8.0
91960,email,0,0.0,,5.0
11332,whatsapp,1,1851.87,42.4,18.0
35438,payment_link,1,1415.15,116.3,12.0
70911,payment_link,1,5433.74,210.1,12.0
22126,payment_link,1,2180.7,190.6,12.0
91168,payment_link,0,0.0,,12.0
55273,retry,1,1294.13,287.1,8.0
1120,voice_call,0,0.0,,90.0
60747,email,1,5239.56,107.9,5.0
48052,email,1,1970.45,102.1,5.0
56480,retry,0,0.0,,8.0
37030,retry,0,0.0,,8.0
24158,whatsapp,1,1978.65,38.0,18.0
38055,email,0,0.0,,5.0
33142,retry,1,1029.61,27.9,8.0
73450,human_escalation,1,1749.47,70.9,250.0
43518,email,1,1692.86,250.5,5.0
19298,whatsapp,0,0.0,,18.0
6224,retry,1,805.87,151.9,8.0
76481,payment_link,1,1223.29,234.4,12.0
96036,retry,0,0.0,,8.0
933,whatsapp,1,1920.64,136.6,18.0
34481,whatsapp,1,675.37,155.0,18.0
15612,payment_link,1,5130.57,144.3,12.0
88998,retry,1,4197.39,117.7,8.0
75263,retry,1,3961.43,104.1,8.0
80819,whatsapp,0,0.0,,18.0
88391,payment_link,1,1477.04,44.6,12.0
93127,whatsapp,1,1266.32,41.2,18.0
97744,payment_link,1,2874.58,263.0,12.0
19500,retry,0,0.0,,8.0
47137,payment_link,1,527.37,104.0,12.0
49725,payment_link,0,0.0,,12.0
53993,human_escalation,1,1891.03,349.3,250.0
18393,payment_link,1,1787.69,279.5,12.0
25707,whatsapp,1,1591.03,94.7,18.0
59047,retry,0,0.0,,8.0
35385,whatsapp,1,7509.11,95.2,18.0
99741,email,0,0.0,,5.0
36442,human_escalation,1,5676.11,55.9,250.0
82013,whatsapp,1,1790.91,90.6,18.0
52685,payment_link,1,1711.89,234.7,12.0
47091,retry,1,2910.68,236.1,8.0
1591,payment_link,1,651.14,60.4,12.0
90118,payment_link,1,1335.14,55.1,12.0
74090,payment_link,1,1621.7,330.7,12.0
69654,whatsapp,1,2277.6,140.4,18.0
78457,payment_link,1,2950.89,77.9,12.0
71432,whatsapp,1,3322.13,117.8,18.0
16681,human_escalation,0,0.0,,250.0
58478,email,1,1635.32,219.8,5.0
28079,whatsapp,0,0.0,,18.0
41955,retry,1,2262.92,309.2,8.0
36945,whatsapp,1,10191.32,94.2,18.0
13382,retry,0,0.0,,8.0
20268,payment_link,0,0.0,,12.0
18511,retry,1,1655.27,70.8,8.0
3845,voice_call,1,2463.5,72.3,90.0
27548,whatsapp,1,4086.63,111.9,18.0
73196,voice_call,0,0.0,,90.0
15716,voice_call,1,4289.53,72.6,90.0
51907,retry,1,9418.71,118.8,8.0
40964,payment_link,1,2129.39,87.0,12.0
359,voice_call,1,2782.18,57.1,90.0
48301,payment_link,1,1090.07,113.2,12.0
79938,human_escalation,0,0.0,,250.0
41970,retry,0,0.0,,8.0
1524,voice_call,1,1289.86,139.5,90.0
40433,email,1,970.47,337.2,5.0
39667,retry,1,3260.01,168.2,8.0
11554,whatsapp,0,0.0,,18.0
34795,voice_call,0,0.0,,90.0
84451,retry,1,4619.87,203.3,8.0
85984,voice_call,0,0.0,,90.0
85403,retry,1,1364.39,381.8,8.0
46308,email,1,2385.15,205.2,5.0
19745,whatsapp,1,1335.55,66.4,18.0
94978,payment_link,1,4201.44,201.9,12.0
9996,voice_call,1,980.26,115.0,90.0
39513,payment_link,1,2676.37,127.8,12.0
29074,whatsapp,0,0.0,,18.0
23373,email,0,0.0,,5.0
82124,whatsapp,1,4911.92,89.9,18.0
31869,retry,1,6001.59,67.4,8.0
27842,retry,1,837.28,89.3,8.0
31090,payment_link,1,5454.47,73.5,12.0
90807,human_escalation,1,6258.07,105.5,250.0
1575,retry,1,1335.52,442.0,8.0
24967,payment_link,1,3529.94,84.5,12.0
68678,email,0,0.0,,5.0
70793,retry,1,1601.13,51.8,8.0
70878,retry,1,2242.79,30.1,8.0
78572,retry,0,0.0,,8.0
30949,whatsapp,1,268.51,393.4,18.0
97154,whatsapp,1,1127.01,316.9,18.0
65580,whatsapp,0,0.0,,18.0
69028,whatsapp,1,2901.77,162.2,18.0
17275,retry,0,0.0,,8.0
33641,payment_link,0,0.0,,12.0
95115,payment_link,0,0.0,,12.0
10818,payment_link,1,1196.35,98.5,12.0
79430,retry,1,636.55,288.2,8.0
66240,whatsapp,0,0.0,,18.0
19740,whatsapp,1,1136.17,613.9,18.0
80099,retry,1,933.02,76.6,8.0
61987,whatsapp,1,4219.02,284.9,18.0
13086,retry,1,1032.0,17.4,8.0
42406,voice_call,1,1548.38,609.7,90.0
36437,whatsapp,0,0.0,,18.0
11547,voice_call,1,2925.69,291.0,90.0
64271,retry,0,0.0,,8.0
50707,retry,1,818.39,141.6,8.0
41157,payment_link,1,5422.48,52.2,12.0
57717,retry,1,950.66,19.3,8.0
94878,whatsapp,0,0.0,,18.0
10263,payment_link,1,1095.49,63.9,12.0
99672,whatsapp,1,1041.17,117.3,18.0
7538,voice_call,1,1032.74,100.5,90.0
76159,retry,1,1873.89,57.8,8.0
15334,retry,1,1427.04,124.9,8.0
67500,retry,1,3089.5,197.4,8.0
84545,whatsapp,1,1581.58,292.2,18.0
29901,payment_link,1,1317.61,155.8,12.0
89641,retry,1,3497.78,41.8,8.0
8946,payment_link,0,0.0,,12.0
2614,payment_link,1,1743.25,287.4,12.0
33931,email,1,671.19,46.4,5.0
85697,retry,1,1919.96,431.9,8.0
81695,human_escalation,1,1326.48,67.1,250.0
95809,retry,1,1345.07,307.1,8.0
66837,whatsapp,1,988.77,94.8,18.0
19681,email,1,7460.23,129.6,5.0
68458,email,0,0.0,,5.0
59912,retry,1,1527.51,184.2,8.0
70928,retry,1,2067.38,280.1,8.0
5234,payment_link,0,0.0,,12.0
96891,payment_link,1,1324.02,91.4,12.0
15557,whatsapp,1,2039.46,69.1,18.0
24249,voice_call,0,0.0,,90.0
51817,retry,1,5571.7,98.1,8.0
32514,payment_link,1,1386.98,104.5,12.0
1843,retry,0,0.0,,8.0
22711,retry,1,1006.06,231.2,8.0
24394,payment_link,1,1638.99,30.4,12.0
70037,human_escalation,0,0.0,,250.0
95921,retry,1,576.9,49.6,8.0
81261,email,0,0.0,,5.0
91684,email,1,992.56,191.8,5.0
35722,whatsapp,1,1265.14,250.6,18.0
80805,payment_link,0,0.0,,12.0
4010,whatsapp,0,0.0,,18.0
27678,retry,0,0.0,,8.0
84282,voice_call,0,0.0,,90.0
97292,retry,1,1779.44,167.4,8.0
17406,voice_call,1,2527.25,87.7,90.0
66466,voice_call,0,0.0,,90.0
24104,whatsapp,0,0.0,,18.0
51883,retry,1,543.59,348.8,8.0
70701,retry,0,0.0,,8.0
97943,payment_link,1,3164.02,141.4,12.0
82410,human_escalation,1,7188.08,128.9,250.0
50963,payment_link,0,0.0,,12.0
15041,human_escalation,1,2179.15,399.5,250.0
48940,human_escalation,1,4146.91,18.0,250.0
6705,whatsapp,1,3979.95,162.7,18.0
27125,payment_link,0,0.0,,12.0
17880,retry,0,0.0,,8.0
82390,retry,1,7555.37,380.6,8.0
48630,voice_call,0,0.0,,90.0
42282,payment_link,1,2732.03,175.6,12.0
14621,email,0,0.0,,5.0
57585,whatsapp,1,2669.72,65.2,18.0
78231,whatsapp,0,0.0,,18.0
4304,retry,1,2470.07,110.0,8.0
69122,retry,0,0.0,,8.0
83522,email,1,5942.04,306.1,5.0
21163,retry,0,0.0,,8.0
70662,payment_link,1,4168.86,78.8,12.0
97707,whatsapp,1,1030.25,116.7,18.0
14140,retry,0,0.0,,8.0
69907,retry,0,0.0,,8.0
4825,voice_call,1,3119.89,86.4,90.0
6049,retry,0,0.0,,8.0
3302,email,0,0.0,,5.0
35625,email,1,3365.27,128.2,5.0
19367,retry,0,0.0,,8.0
33927,payment_link,1,983.58,116.4,12.0
16846,retry,0,0.0,,8.0
64347,retry,0,0.0,,8.0
78292,retry,1,978.68,385.5,8.0
73666,payment_link,1,3070.06,152.4,12.0
49782,voice_call,1,464.6,51.7,90.0
91320,retry,1,530.2,44.1,8.0
47869,email,0,0.0,,5.0
34603,retry,1,1683.43,257.7,8.0
97252,retry,1,2142.01,993.6,8.0
38953,human_escalation,1,1801.59,87.0,250.0
4769,email,1,1679.86,71.5,5.0
84581,retry,1,508.22,75.9,8.0
23740,voice_call,1,15263.34,129.0,90.0
86954,payment_link,1,5614.99,73.9,12.0
17130,retry,1,3251.01,60.0,8.0
44751,retry,0,0.0,,8.0
99293,payment_link,0,0.0,,12.0
84132,payment_link,1,830.34,294.3,12.0
26328,retry,0,0.0,,8.0
94291,payment_link,1,2442.44,165.3,12.0
77820,payment_link,1,784.26,48.1,12.0
39236,retry,1,1345.1,173.1,8.0
98117,email,1,925.09,47.2,5.0
34214,payment_link,1,4006.77,312.9,12.0
97240,whatsapp,0,0.0,,18.0
30630,retry,1,1902.86,176.3,8.0
86300,whatsapp,0,0.0,,18.0
51434,payment_link,0,0.0,,12.0
92719,retry,0,0.0,,8.0
25361,whatsapp,1,687.0,63.5,18.0
576,payment_link,1,538.66,108.9,12.0
4844,voice_call,1,1374.89,96.5,90.0
60293,voice_call,0,0.0,,90.0
1808,email,0,0.0,,5.0
64504,retry,1,960.49,115.4,8.0
9881,payment_link,1,1078.66,375.2,12.0
13379,retry,1,1700.6,159.2,8.0
18508,whatsapp,1,2113.75,14.9,18.0
54949,whatsapp,0,0.0,,18.0
34882,whatsapp,0,0.0,,18.0
87947,retry,0,0.0,,8.0
52145,payment_link,1,1763.28,456.2,12.0
76639,retry,1,341.37,30.6,8.0
1090,email,1,2644.1,81.3,5.0
93829,payment_link,1,1129.9,60.2,12.0
26200,whatsapp,1,1763.47,441.2,18.0
81592,payment_link,1,1702.63,89.5,12.0
51435,payment_link,1,994.57,67.0,12.0
73862,payment_link,1,2834.2,136.2,12.0
55431,voice_call,0,0.0,,90.0
57531,whatsapp,1,770.53,64.9,18.0
67049,payment_link,0,0.0,,12.0
84750,human_escalation,0,0.0,,250.0
30127,payment_link,1,3353.65,140.2,12.0
32570,payment_link,1,2204.16,386.3,12.0
97399,whatsapp,1,392.6,380.6,18.0
27552,whatsapp,1,1640.66,51.7,18.0
10242,retry,1,743.22,108.6,8.0
72053,whatsapp,1,1613.25,28.3,18.0
8482,voice_call,1,1054.51,20.9,90.0
89468,email,0,0.0,,5.0
45757,whatsapp,1,1451.28,193.0,18.0
75502,payment_link,1,1738.82,77.0,12.0
4834,payment_link,0,0.0,,12.0
33683,email,0,0.0,,5.0
10270,voice_call,1,2124.45,165.7,90.0
79361,payment_link,1,1965.06,151.1,12.0
23845,payment_link,0,0.0,,12.0
59617,retry,0,0.0,,8.0
58680,payment_link,1,2013.86,320.0,12.0
85628,whatsapp,0,0.0,,18.0
92497,retry,1,1188.99,240.7,8.0
41597,email,1,1081.51,39.9,5.0
12033,email,0,0.0,,5.0
26161,payment_link,1,955.45,195.4,12.0
26246,human_escalation,0,0.0,,250.0
71335,email,1,11219.13,138.0,5.0
68019,retry,1,5931.37,51.4,8.0
30863,whatsapp,1,843.63,187.1,18.0
70086,payment_link,1,1389.64,87.3,12.0
35103,email,0,0.0,,5.0
19958,whatsapp,1,1312.52,130.6,18.0
85240,email,1,3261.79,28.0,5.0
13818,email,1,1227.56,81.6,5.0
90101,email,1,2708.52,148.8,5.0
83024,email,1,3986.59,237.2,5.0
56330,payment_link,1,1700.3,462.7,12.0
89448,payment_link,1,825.7,263.6,12.0
86544,whatsapp,1,4182.9,126.2,18.0
20768,payment_link,0,0.0,,12.0
37540,email,0,0.0,,5.0
17897,voice_call,1,3646.22,75.3,90.0
4118,payment_link,1,3548.55,46.7,12.0
22476,retry,1,1078.79,154.2,8.0
13754,payment_link,1,1871.66,259.6,12.0
5775,payment_link,1,1548.79,119.3,12.0
35098,whatsapp,1,2582.5,132.1,18.0
62365,payment_link,1,4073.06,234.9,12.0
47209,payment_link,0,0.0,,12.0
52455,voice_call,1,1100.25,386.8,90.0
24630,email,1,3291.11,318.1,5.0
5886,retry,0,0.0,,8.0
29984,voice_call,1,1187.41,222.2,90.0
52373,voice_call,0,0.0,,90.0
78879,payment_link,1,3109.14,230.3,12.0
11948,email,1,2516.27,112.2,5.0
22597,payment_link,1,2266.05,71.5,12.0
34843,retry,1,885.85,103.6,8.0
17068,payment_link,1,1014.8,37.8,12.0
26958,payment_link,1,619.15,73.2,12.0
1075,retry,1,3498.39,88.0,8.0
52571,voice_call,1,1783.15,512.4,90.0
46923,voice_call,1,2136.2,118.3,90.0
22251,human_escalation,1,650.95,349.2,250.0
73750,payment_link,0,0.0,,12.0
3416,whatsapp,1,1404.38,113.5,18.0
87706,retry,0,0.0,,8.0
25751,payment_link,1,2259.58,419.7,12.0
32425,voice_call,0,0.0,,90.0
13464,payment_link,1,1523.66,145.0,12.0
71566,email,0,0.0,,5.0
62059,email,1,1481.88,137.1,5.0
21543,payment_link,1,1699.46,52.4,12.0
73506,retry,1,1630.08,143.3,8.0
61320,payment_link,1,3500.07,110.2,12.0
27852,retry,1,1633.12,69.3,8.0
41654,retry,0,0.0,,8.0
35739,retry,1,3122.36,601.2,8.0
82562,retry,0,0.0,,8.0
61789,email,0,0.0,,5.0
20261,whatsapp,1,891.1,141.4,18.0
53488,whatsapp,1,936.29,107.4,18.0
71208,email,1,1895.39,119.3,5.0
1462,retry,1,1574.48,209.4,8.0
1413,voice_call,1,368.93,205.4,90.0
77576,whatsapp,1,3754.21,136.4,18.0
69010,human_escalation,0,0.0,,250.0
43489,retry,1,1684.73,455.2,8.0
1448,whatsapp,1,1941.07,327.7,18.0
21976,email,0,0.0,,5.0
99947,email,1,1139.6,273.3,5.0
50559,whatsapp,0,0.0,,18.0
59780,whatsapp,1,1848.78,92.4,18.0
40019,payment_link,0,0.0,,12.0
90477,payment_link,1,2886.19,341.2,12.0
41497,retry,1,646.09,115.2,8.0
15730,human_escalation,1,1374.32,186.4,250.0
73920,payment_link,1,656.53,100.8,12.0
81198,retry,0,0.0,,8.0
14830,payment_link,1,1435.81,153.0,12.0
78389,email,0,0.0,,5.0
68943,email,1,5040.14,40.6,5.0
50033,retry,1,2555.46,156.6,8.0
50535,payment_link,1,1543.74,23.9,12.0
10266,payment_link,0,0.0,,12.0
48029,whatsapp,1,723.74,25.0,18.0
92318,whatsapp,1,1484.29,124.2,18.0
37831,whatsapp,1,583.11,142.8,18.0
53875,retry,1,634.7,30.9,8.0
33787,whatsapp,0,0.0,,18.0
30050,voice_call,1,1611.59,246.6,90.0
72215,whatsapp,0,0.0,,18.0
79246,human_escalation,1,2491.8,93.0,250.0
62263,retry,0,0.0,,8.0
70157,voice_call,1,1916.49,181.6,90.0
23754,payment_link,1,628.38,76.5,12.0
37946,payment_link,1,1699.13,9.4,12.0
27213,payment_link,1,866.9,231.3,12.0
96308,payment_link,1,2302.78,243.8,12.0
37473,payment_link,0,0.0,,12.0
78098,human_escalation,1,1796.58,145.0,250.0
20110,whatsapp,1,662.52,33.0,18.0
97739,retry,1,1493.33,97.8,8.0
19465,payment_link,0,0.0,,12.0
57619,retry,1,697.3,129.1,8.0
43194,email,0,0.0,,5.0
93620,email,1,504.63,40.5,5.0
30501,whatsapp,0,0.0,,18.0
90857,payment_link,1,651.46,113.2,12.0
40993,retry,0,0.0,,8.0
94772,whatsapp,1,5482.58,273.7,18.0
11760,whatsapp,1,6360.18,220.0,18.0
65742,whatsapp,0,0.0,,18.0
65161,payment_link,1,969.57,124.4,12.0
39077,whatsapp,1,1445.47,56.9,18.0
13253,retry,1,1520.21,107.6,8.0
56567,payment_link,1,1382.74,31.7,12.0
78229,retry,1,2971.61,63.9,8.0
36462,human_escalation,1,1510.99,60.9,250.0
43904,payment_link,1,328.11,99.1,12.0
93207,whatsapp,1,1123.03,82.9,18.0
22841,retry,1,3976.55,154.5,8.0
55619,voice_call,1,4784.82,67.2,90.0
17327,payment_link,1,912.13,129.2,12.0
62665,whatsapp,1,3014.6,210.4,18.0
71112,payment_link,1,569.03,288.8,12.0
37904,retry,0,0.0,,8.0
74500,voice_call,0,0.0,,90.0
87878,retry,0,0.0,,8.0
26528,whatsapp,0,0.0,,18.0
74239,whatsapp,1,1284.55,274.3,18.0
31870,email,1,4082.58,548.2,5.0
50539,retry,1,296.22,98.0,8.0
62393,retry,1,678.35,234.5,8.0
94327,voice_call,0,0.0,,90.0
78127,retry,1,813.19,29.7,8.0
64787,payment_link,1,407.53,20.6,12.0
88060,retry,1,1824.62,171.5,8.0
37252,voice_call,0,0.0,,90.0
56854,human_escalation,1,1298.92,133.1,250.0
78070,payment_link,1,2285.14,78.4,12.0
1708,retry,0,0.0,,8.0
5899,voice_call,0,0.0,,90.0
54803,retry,0,0.0,,8.0
48158,whatsapp,1,1796.73,108.9,18.0
12514,payment_link,1,946.28,284.3,12.0
65327,whatsapp,1,446.78,179.7,18.0
74997,whatsapp,1,5556.47,148.0,18.0
59302,retry,1,1315.94,330.3,8.0
13786,whatsapp,1,533.7,111.0,18.0
42669,voice_call,0,0.0,,90.0
35819,email,1,2384.25,377.2,5.0
77825,payment_link,1,697.0,219.7,12.0
60896,retry,1,1837.47,43.1,8.0
70374,payment_link,0,0.0,,12.0
92508,payment_link,0,0.0,,12.0
20058,retry,0,0.0,,8.0
55263,human_escalation,1,2220.63,105.0,250.0
2805,retry,1,2214.66,120.5,8.0
85927,payment_link,1,4007.02,205.4,12.0
92782,voice_call,0,0.0,,90.0
43779,payment_link,1,4294.07,118.2,12.0
67436,email,0,0.0,,5.0
89806,voice_call,0,0.0,,90.0
37783,whatsapp,1,2036.83,152.6,18.0
21475,retry,1,2200.78,47.1,8.0
79797,retry,1,4102.72,23.8,8.0
56017,whatsapp,0,0.0,,18.0
20363,whatsapp,0,0.0,,18.0
9841,retry,0,0.0,,8.0
76532,email,1,1977.04,89.9,5.0
85912,payment_link,1,1226.75,212.4,12.0
67574,retry,1,2504.47,57.0,8.0
62778,retry,1,1623.63,201.1,8.0
91937,voice_call,0,0.0,,90.0
9142,human_escalation,0,0.0,,250.0
13710,payment_link,0,0.0,,12.0
70828,voice_call,0,0.0,,90.0
91217,email,1,5626.0,150.0,5.0
22526,human_escalation,1,1718.96,556.6,250.0
62447,payment_link,1,4373.09,369.7,12.0
10276,email,1,2539.33,255.8,5.0
98972,retry,1,2913.03,40.3,8.0
84141,email,1,1730.52,221.8,5.0
55957,payment_link,1,1340.93,58.7,12.0
96370,voice_call,1,835.69,80.0,90.0
8749,retry,1,3925.41,71.1,8.0
71341,payment_link,1,2342.67,103.2,12.0
75958,payment_link,1,2011.46,251.6,12.0
66780,retry,1,1128.44,235.4,8.0
94677,email,0,0.0,,5.0
54544,payment_link,0,0.0,,12.0
8954,retry,1,2904.79,75.7,8.0
49235,payment_link,0,0.0,,12.0
39275,whatsapp,1,6287.87,274.0,18.0
86223,retry,1,5349.45,74.3,8.0
23128,whatsapp,1,974.92,132.2,18.0
43852,voice_call,1,1463.49,211.3,90.0
60849,voice_call,1,1004.38,155.6,90.0
13104,voice_call,0,0.0,,90.0
15418,voice_call,1,1094.07,78.9,90.0
12294,retry,1,2352.91,198.8,8.0
59104,retry,0,0.0,,8.0
77213,whatsapp,1,593.35,290.9,18.0
38672,retry,0,0.0,,8.0
11910,whatsapp,0,0.0,,18.0
78696,whatsapp,1,4068.93,57.0,18.0
99836,voice_call,1,1527.69,326.4,90.0
42636,voice_call,1,1011.76,114.2,90.0
43790,payment_link,0,0.0,,12.0
26390,email,1,2147.98,196.5,5.0
14232,retry,1,3629.58,126.5,8.0
83765,payment_link,0,0.0,,12.0
19089,email,0,0.0,,5.0
50484,retry,0,0.0,,8.0
23389,human_escalation,1,4070.56,74.3,250.0
7285,payment_link,0,0.0,,12.0
89489,retry,0,0.0,,8.0
77193,email,0,0.0,,5.0
17322,payment_link,0,0.0,,12.0
1249,payment_link,1,3744.85,77.3,12.0
33364,whatsapp,1,5589.63,33.4,18.0
94948,retry,1,881.7,65.5,8.0
61708,payment_link,1,4313.44,33.1,12.0
32201,human_escalation,1,1966.08,92.4,250.0
25642,retry,1,4710.05,162.5,8.0
7330,whatsapp,1,520.12,108.0,18.0
19745,whatsapp,1,1335.55,67.5,18.0
10684,retry,1,1224.56,75.5,8.0
46250,retry,0,0.0,,8.0
41989,retry,1,1518.75,150.9,8.0
75257,email,1,1408.7,122.0,5.0
58179,payment_link,1,2676.55,120.5,12.0
24343,payment_link,1,2759.2,37.4,12.0
70890,retry,1,1276.69,457.9,8.0
13586,retry,1,2729.98,123.1,8.0
99211,email,0,0.0,,5.0
86204,payment_link,1,788.07,686.9,12.0
33239,voice_call,1,2968.35,68.9,90.0
62893,payment_link,1,3395.19,350.0,12.0
84038,payment_link,1,3050.3,90.8,12.0
40400,retry,1,2974.93,136.5,8.0
72550,payment_link,0,0.0,,12.0
30616,retry,1,3167.08,170.8,8.0
5800,retry,0,0.0,,8.0
65200,email,1,1163.59,124.2,5.0
94739,retry,1,1278.61,163.7,8.0
59216,retry,0,0.0,,8.0
8144,whatsapp,1,4202.79,286.2,18.0
54278,email,0,0.0,,5.0
6913,payment_link,0,0.0,,12.0
61760,human_escalation,1,559.71,72.1,250.0
65111,whatsapp,1,1091.73,132.0,18.0
30567,retry,1,1065.83,111.7,8.0
30760,whatsapp,0,0.0,,18.0
20578,payment_link,1,1097.41,324.0,12.0
70854,email,0,0.0,,5.0
31579,retry,0,0.0,,8.0
76745,voice_call,0,0.0,,90.0
10323,retry,1,3478.46,32.2,8.0
93913,whatsapp,1,855.08,102.2,18.0
92360,retry,1,696.11,53.9,8.0
21610,retry,1,2374.4,176.2,8.0
56817,retry,1,2178.05,100.4,8.0
71449,retry,0,0.0,,8.0
35241,whatsapp,1,2136.53,159.9,18.0
23864,human_escalation,1,6269.28,74.8,250.0
51783,retry,1,1414.46,120.4,8.0
86434,voice_call,0,0.0,,90.0
23641,email,1,845.83,59.8,5.0
49234,whatsapp,1,2436.69,175.6,18.0
99869,whatsapp,0,0.0,,18.0
88273,email,1,647.57,273.6,5.0
92115,whatsapp,1,843.3,598.6,18.0
41786,voice_call,0,0.0,,90.0
25680,payment_link,1,655.99,93.2,12.0
94979,email,1,1735.01,273.1,5.0
75034,whatsapp,1,3251.76,162.7,18.0
31347,retry,0,0.0,,8.0
42058,voice_call,0,0.0,,90.0
32976,payment_link,1,2043.58,231.9,12.0
6049,whatsapp,0,0.0,,18.0
25790,payment_link,0,0.0,,12.0
48505,whatsapp,0,0.0,,18.0
87632,email,1,1640.16,85.2,5.0
32372,whatsapp,1,2303.72,88.4,18.0
99908,retry,1,1218.47,77.8,8.0
6720,payment_link,1,2139.96,70.4,12.0
35073,whatsapp,1,485.11,70.2,18.0
50535,retry,1,1543.74,66.3,8.0
