customer_id,customer_age,customer_since,total_purchases,total_spend,avg_order_value,purchase_frequency,subscription_status,ltv
31876,44,2022-03-24,26,45136.26,1736.01,5.89,active,79663.17
31877,25,2022-12-12,9,26499.6,2944.4,2.44,active,69363.49
31878,46,2024-01-11,17,68071.4,4004.2,6.5,inactive,156302.86
31879,50,2026-06-06,16,36715.04,2294.69,64.0,active,408343.92
31880,35,2022-06-21,23,58534.31,2544.97,5.51,active,91801.9
31881,35,2022-01-31,21,26036.85,1239.85,4.61,active,41507.34
31882,23,2022-06-16,18,27366.12,1520.34,4.3,none,37140.7
31883,22,2025-11-12,12,16867.56,1405.63,15.43,active,67215.78
31884,35,2025-01-04,17,29612.13,1741.89,10.42,inactive,76883.45
31885,45,2025-04-18,25,48766.25,1950.65,18.56,none,135791.99
31886,27,2025-09-02,23,86673.66,3768.42,23.66,active,305126.44
31887,52,2025-12-22,22,80991.02,3681.41,32.93,inactive,342341.29
31888,27,2025-05-04,21,12607.14,600.34,16.11,none,37743.6
31889,34,2022-09-24,24,73734.96,3072.29,6.13,inactive,95148.88
31890,34,2024-06-29,19,33270.52,1751.08,8.84,active,111003.57
31891,31,2022-09-14,15,30478.5,2031.9,3.81,active,48405.94
31892,18,2026-03-04,12,18078.6,1506.55,25.48,none,65544.07
31893,26,2021-07-27,26,24615.76,946.76,5.12,active,53943.68
31894,34,2025-06-03,26,36386.74,1399.49,21.29,active,131678.75
31895,31,2025-12-07,19,27031.49,1422.71,26.79,none,99205.49
31896,38,2025-12-03,13,10956.92,842.84,18.05,inactive,35123.82
31897,39,2024-11-22,19,24374.91,1282.89,10.86,active,53694.32
31898,30,2021-10-21,18,16863.12,936.84,3.72,none,26761.09
31899,23,2022-10-06,18,27617.22,1534.29,4.64,inactive,42710.25
31900,46,2026-06-14,17,42647.9,2508.7,68.0,active,729307.75
31901,20,2023-08-17,15,13193.55,879.57,4.97,inactive,24608.84
31902,27,2022-07-02,15,18998.25,1266.55,3.62,none,31685.96
31903,24,2022-09-05,18,17773.92,987.44,4.54,inactive,25090.49
31904,39,2022-05-19,20,55515.4,2775.77,4.69,none,78739.77
31905,44,2022-12-23,24,145879.68,6078.32,6.55,inactive,216844.21
31906,30,2021-06-17,21,37045.89,1764.09,4.05,none,48205.94
31907,34,2021-11-24,21,54156.69,2578.89,4.43,none,74424.7
31908,36,2021-07-25,21,30606.87,1457.47,4.13,inactive,41980.35
31909,48,2021-10-20,21,31441.62,1497.22,4.34,none,53142.31
31910,18,2021-01-02,15,42583.35,2838.89,2.66,active,74350.78
31911,39,2025-09-24,20,57501.6,2875.08,21.94,inactive,212599.26
31912,35,2025-11-27,24,57511.68,2396.32,32.59,active,386572.68
31913,29,2026-06-30,17,20495.88,1205.64,68.0,inactive,187216.49
31914,35,2023-04-05,24,100153.92,4173.08,7.09,none,146647.11
31915,39,2021-10-12,15,11726.25,781.75,3.08,none,17212.9
31916,37,2025-08-14,17,22124.48,1301.44,16.6,active,101813.22
31917,51,2021-09-19,20,52525.8,2626.29,4.06,active,90530.46
31918,33,2023-09-30,23,15065.46,655.02,7.94,none,23529.01
31919,32,2026-07-24,13,33002.58,2538.66,52.0,inactive,245848.17
31920,30,2022-10-28,15,67923.15,4528.21,3.93,none,127548.27
31921,37,2024-10-12,27,68533.83,2538.29,14.5,inactive,166692.53
31922,32,2025-07-21,18,17366.76,964.82,16.52,inactive,48454.97
31923,32,2023-01-11,24,41668.32,1736.18,6.64,active,100358.95
31924,32,2026-08-09,21,32291.7,1537.7,84.0,none,354039.34
31925,31,2026-02-14,20,99762.6,4988.13,38.45,inactive,435509.73
31926,27,2024-09-17,22,40508.16,1841.28,11.4,active,92729.94
31927,36,2025-01-01,22,51285.3,2331.15,13.41,inactive,97866.07
31928,29,2024-11-13,26,36302.5,1396.25,14.66,active,149261.54
31929,38,2023-04-19,24,179051.52,7460.48,7.17,none,254523.9
31930,33,2025-07-17,25,90845.75,3633.83,22.71,inactive,253209.45
31931,29,2025-12-11,17,33456.0,1968.0,24.35,active,239140.35
31932,46,2021-02-13,12,10870.56,905.88,2.17,active,24126.71
31933,31,2021-06-12,20,69557.6,3477.88,3.85,none,99249.29
31934,38,2021-09-11,18,35395.92,1966.44,3.64,active,92499.27
31935,26,2024-09-24,26,47219.12,1816.12,13.61,active,188200.75
31936,18,2022-05-23,24,32019.6,1334.15,5.64,inactive,52027.36
31937,27,2025-09-04,23,30777.22,1338.14,23.8,active,136447.11
31938,18,2021-03-13,18,39550.32,2197.24,3.31,none,51318.36
31939,30,2023-08-03,20,31903.6,1595.18,6.55,none,52946.01
31940,45,2025-02-07,17,57765.15,3397.95,11.05,none,109918.37
31941,24,2022-03-18,21,46190.13,2199.53,4.74,none,59453.15
31942,18,2021-06-10,24,76526.64,3188.61,4.61,inactive,108750.38
31943,46,2023-07-08,14,47583.06,3398.79,4.48,active,88537.6
31944,28,2021-12-16,19,41339.63,2175.77,4.06,none,63848.08
31945,32,2025-09-04,16,26230.08,1639.38,16.56,inactive,93099.8
31946,39,2021-12-16,21,20861.82,993.42,4.48,inactive,37518.77
31947,37,2023-06-22,15,52334.85,3488.99,4.73,inactive,76304.73
31948,39,2026-06-09,15,37768.2,2517.88,60.0,active,483078.52
31949,40,2022-12-15,18,26592.48,1477.36,4.88,active,69127.94
31950,18,2021-01-02,13,19902.48,1530.96,2.31,inactive,33311.68
31951,19,2025-08-15,17,34164.73,2009.69,16.65,none,98429.44
31952,43,2025-01-11,18,29767.32,1653.74,11.16,inactive,60179.72
31953,25,2024-09-28,19,32610.65,1716.35,10.0,inactive,112597.19
31954,26,2024-08-21,13,40978.08,3152.16,6.49,active,99439.02
31955,21,2022-05-11,19,24087.63,1267.77,4.43,active,48564.85
31956,28,2025-04-25,19,91706.16,4826.64,14.31,active,404883.14
31957,29,2023-12-01,23,56729.73,2466.51,8.43,inactive,116591.48
31958,24,2024-10-05,22,22513.7,1023.35,11.7,none,60599.2
31959,23,2022-04-07,24,20019.12,834.13,5.48,none,28630.42
31960,35,2025-09-19,24,54259.44,2260.81,25.93,inactive,226103.79
31961,25,2025-12-23,16,20956.32,1309.77,24.05,inactive,73897.71
31962,27,2023-04-12,27,33121.17,1226.71,8.02,none,53633.37
31963,18,2021-05-14,20,32538.2,1626.91,3.79,inactive,39574.11
31964,49,2021-05-23,19,9614.19,506.01,3.62,active,15461.63
31965,40,2026-05-03,33,57469.83,1741.51,107.62,inactive,703352.35
31966,28,2021-12-03,15,16596.9,1106.46,3.18,none,23053.75
31967,24,2024-10-18,16,54840.16,3427.51,8.67,inactive,126295.43
31968,32,2023-10-01,11,113993.22,10363.02,3.8,none,185368.85
31969,32,2024-10-28,17,76689.38,4511.14,9.35,none,161237.67
31970,21,2025-08-17,17,23194.12,1364.36,16.74,inactive,69092.7
31971,18,2025-02-05,23,53207.51,2313.37,14.89,active,172402.19
31972,27,2021-03-22,23,57168.11,2485.57,4.24,none,89769.61
31973,18,2021-10-14,23,40929.19,1779.53,4.74,inactive,54710.48
31974,34,2025-02-22,14,43428.7,3102.05,9.35,none,105278.0
31975,34,2021-04-22,15,20037.3,1335.82,2.81,active,31658.91
31976,23,2023-07-25,17,27587.94,1622.82,5.52,inactive,49645.69
31977,27,2025-12-01,14,9265.48,661.82,19.3,inactive,28835.1
31978,48,2024-12-20,24,58053.6,2418.9,14.35,inactive,99405.18
31979,39,2021-07-21,19,26114.17,1374.43,3.73,none,39609.05
31980,28,2022-04-15,14,40846.4,2917.6,3.21,active,65472.51
31981,53,2021-12-09,14,36332.94,2595.21,2.98,none,44337.93
31982,21,2024-08-08,25,63576.0,2543.04,12.26,none,117287.19
31983,25,2025-02-22,19,26423.11,1390.69,12.69,inactive,76683.72
31984,31,2024-12-28,16,78663.52,4916.47,9.69,active,290424.35
31985,18,2021-07-02,17,38190.5,2246.5,3.31,active,63670.64
31986,48,2026-07-20,15,39699.9,2646.66,60.0,inactive,537988.25
31987,34,2022-11-20,9,19013.67,2112.63,2.4,active,32652.2
31988,25,2022-05-01,17,8478.41,498.73,3.94,none,11543.88
31989,36,2021-10-09,18,12689.28,704.96,3.7,active,21361.4
31990,33,2021-12-05,29,29894.65,1030.85,6.15,active,47965.24
31991,29,2023-10-06,22,30152.98,1370.59,7.64,none,52118.99
31992,21,2024-03-29,21,45118.5,2148.5,8.75,none,88596.63
31993,19,2023-01-13,17,68024.99,4001.47,4.71,inactive,96688.82
31994,52,2022-08-19,15,33086.25,2205.75,3.74,inactive,50315.83
31995,20,2023-12-17,14,10925.32,780.38,5.22,none,22122.97
31996,47,2022-06-19,23,26902.64,1169.68,5.51,active,55604.32
31997,24,2021-06-27,19,17418.82,916.78,3.69,none,23597.63
31998,39,2026-04-25,22,79906.86,3632.13,66.96,inactive,594880.8
31999,36,2025-05-11,23,60878.47,2646.89,17.91,none,200409.29
32000,38,2025-01-03,20,41880.0,2094.0,12.24,active,113873.13
32001,39,2024-07-08,23,34173.63,1485.81,10.83,none,87198.94
32002,18,2024-07-09,20,27109.8,1355.49,9.43,active,89688.33
32003,26,2023-10-21,20,31463.4,1573.17,7.04,inactive,56174.72
32004,20,2024-02-09,23,77331.52,3362.24,9.07,inactive,187457.12
32005,34,2026-05-16,21,18658.71,888.51,77.48,active,569392.75
32006,20,2023-02-22,18,7532.1,418.45,5.14,none,9533.53
32007,18,2023-10-26,19,29818.79,1569.41,6.72,none,53259.94
32008,30,2026-07-30,12,27082.8,2256.9,48.0,active,322664.82
32009,18,2022-06-22,12,12977.04,1081.42,2.88,none,21082.46
32010,34,2023-07-31,24,30986.16,1291.09,7.83,none,51959.51
32011,21,2024-08-02,14,37226.28,2659.02,6.81,none,90305.26
32012,24,2024-04-29,14,36936.76,2638.34,6.04,active,104047.66
32013,18,2024-09-24,16,31506.56,1969.16,8.37,none,92378.24
32014,47,2024-03-01,18,46360.62,2575.59,7.26,active,107597.45
32015,19,2024-03-03,25,29251.0,1170.04,10.11,none,57979.64
32016,29,2024-09-10,19,43574.22,2293.38,9.75,active,128680.41
32017,18,2022-12-27,18,36907.92,2050.44,4.92,inactive,52892.67
32018,24,2026-06-20,18,30303.36,1683.52,72.0,none,317578.83
32019,48,2022-03-02,13,28715.57,2208.89,2.9,none,41503.99
32020,35,2022-04-06,27,19080.09,706.67,6.16,inactive,25713.26
32021,25,2026-03-20,23,14818.44,644.28,53.85,inactive,69624.02
32022,32,2025-05-19,22,26689.3,1213.15,17.43,inactive,98036.76
32023,27,2026-01-01,18,25054.38,1391.91,28.1,none,80515.91
32024,31,2025-07-03,21,30172.17,1436.77,18.44,active,134518.57
32025,39,2026-06-08,22,40513.22,1841.51,88.0,none,203127.27
32026,29,2024-08-10,20,48513.0,2425.65,9.83,active,134893.53
32027,34,2022-09-19,24,51354.0,2139.75,6.11,none,76500.84
32028,34,2022-11-26,17,39789.86,2340.58,4.55,active,57252.3
32029,29,2025-11-20,25,29861.5,1194.46,33.08,inactive,133683.3
32030,25,2022-06-28,24,36067.68,1502.82,5.78,inactive,53494.37
32031,27,2021-06-02,13,21147.75,1626.75,2.49,active,39470.86
32032,38,2021-10-22,23,13166.81,572.47,4.76,active,29094.29
32033,39,2023-09-23,26,30171.7,1160.45,8.92,inactive,50907.12
32034,22,2023-05-28,20,43821.8,2191.09,6.17,none,79193.79
32035,30,2026-04-08,19,20570.54,1082.66,50.66,active,236793.11
32036,25,2023-08-25,21,11275.32,536.92,7.01,none,25490.72
32037,39,2023-02-17,19,52618.22,2769.38,5.41,inactive,98801.98
32038,28,2021-07-11,14,20967.66,1497.69,2.74,none,31471.01
32039,52,2024-03-01,17,19094.23,1123.19,6.86,active,38533.26
32040,34,2025-01-09,18,15108.12,839.34,11.12,none,42740.13
32041,43,2025-10-02,12,14603.64,1216.97,13.49,none,50718.05
32042,23,2021-04-09,18,36141.84,2007.88,3.35,active,59870.04
32043,32,2021-12-04,18,10864.62,603.59,3.82,active,19571.59
32044,38,2023-04-29,18,13259.7,736.65,5.42,inactive,18305.07
32045,23,2022-10-15,14,16481.64,1177.26,3.63,none,24073.85
32046,32,2023-07-05,18,15688.08,871.56,5.74,active,42609.23
32047,41,2023-02-28,16,17375.68,1085.98,4.59,active,31540.24
32048,29,2021-10-20,25,76149.75,3045.99,5.16,inactive,107867.63
32049,24,2024-11-17,17,137437.18,8084.54,9.64,none,297930.4
32050,48,2026-04-26,23,16714.79,726.73,70.59,none,157497.66
32051,21,2023-02-22,19,33342.53,1754.87,5.43,none,48769.63
32052,33,2024-02-12,10,32283.5,3228.35,3.96,none,64748.28
32053,26,2022-04-23,21,31244.22,1487.82,4.85,none,41254.24
32054,24,2024-01-24,18,34317.9,1906.55,6.98,none,54391.45
32055,39,2023-10-05,16,18172.64,1135.79,5.55,inactive,25622.05
32056,30,2026-07-08,14,43598.38,3114.17,56.0,none,333839.63
32057,36,2023-06-21,17,13419.12,789.36,5.36,inactive,20143.36
32058,18,2022-04-10,16,29648.64,1853.04,3.66,active,52789.06
32059,37,2025-08-04,11,12476.42,1134.22,10.46,none,26629.19
32060,26,2021-09-05,16,30072.16,1879.51,3.22,active,54734.94
32061,18,2021-03-18,20,36658.4,1832.92,3.68,active,64868.85
32062,49,2023-03-09,17,36098.31,2123.43,4.92,inactive,56392.16
32063,37,2021-01-05,14,12777.52,912.68,2.49,inactive,17236.35
32064,34,2025-02-23,24,51408.48,2142.02,16.05,active,164722.7
32065,43,2021-11-29,12,8199.36,683.28,2.54,active,14267.25
32066,34,2022-02-16,14,17522.82,1251.63,3.1,active,38237.97
32067,25,2021-09-27,14,23616.46,1686.89,2.86,inactive,30400.86
32068,30,2025-11-09,21,32846.1,1564.1,26.73,active,120712.53
32069,26,2023-07-16,15,19175.7,1278.38,4.83,active,37600.46
32070,27,2021-01-11,16,33864.64,2116.54,2.85,active,51945.5
32071,21,2024-11-09,23,29878.61,1299.07,12.88,none,57451.5
32072,23,2024-09-30,16,26003.68,1625.23,8.45,none,51886.69
32073,40,2024-03-06,25,21227.25,849.09,10.15,inactive,31137.9
32074,35,2023-12-14,23,43221.14,1879.18,8.55,inactive,81950.17
32075,27,2024-08-15,17,11317.07,665.71,8.41,inactive,20531.49
32076,23,2025-06-02,20,61219.4,3060.97,16.34,active,265169.02
32077,28,2026-03-08,13,12597.39,969.03,28.26,inactive,63338.66
32078,18,2021-06-23,11,20106.9,1827.9,2.13,none,28997.93
32079,33,2024-07-25,27,30949.83,1146.29,12.99,active,55716.53
32080,41,2022-10-17,18,12059.82,669.99,4.68,none,19337.86
32081,53,2024-09-30,18,23296.32,1294.24,9.5,inactive,36784.32
32082,22,2026-01-13,24,59419.68,2475.82,39.49,inactive,264282.45
32083,40,2022-06-26,22,28192.56,1281.48,5.29,none,37940.69
32084,26,2023-05-31,20,20887.2,1044.36,6.19,none,35058.41
32085,22,2022-06-03,20,59256.6,2962.83,4.74,none,71290.28
32086,22,2025-07-05,15,22449.45,1496.63,13.23,none,51787.48
32087,33,2026-02-08,23,83854.55,3645.85,42.86,active,769138.84
32088,24,2025-01-14,22,41850.6,1902.3,13.71,none,109120.76
32089,27,2021-09-23,17,17895.73,1052.69,3.46,none,22448.59
32090,28,2021-11-29,15,36870.75,2458.05,3.17,active,74868.4
32091,25,2024-06-28,18,31445.1,1746.95,8.36,none,64181.52
32092,25,2023-11-05,18,58263.66,3236.87,6.43,none,76774.71
32093,18,2022-04-20,8,10799.12,1349.89,1.84,inactive,13882.33
32094,33,2023-01-28,16,23838.08,1489.88,4.49,none,40591.05
32095,33,2025-05-18,17,13678.03,804.59,13.44,inactive,35248.45
32096,25,2026-07-29,18,35186.58,1954.81,72.0,none,352581.76
32097,35,2025-05-21,15,55870.05,3724.67,11.94,active,213880.14
32098,45,2023-06-14,13,26069.55,2005.35,4.07,inactive,54290.17
32099,32,2022-04-30,19,14920.89,785.31,4.4,none,20452.41
32100,44,2023-11-15,22,72136.24,3278.92,7.94,inactive,126588.49
32101,52,2025-11-01,15,36663.75,2444.25,18.57,none,128683.94
32102,55,2024-05-30,12,90752.76,7562.73,5.38,none,196662.16
32103,21,2022-03-30,12,21934.32,1827.86,2.73,active,38118.48
32104,21,2021-04-27,23,46480.7,2020.9,4.32,active,76354.0
32105,28,2025-04-27,14,58437.26,4174.09,10.59,active,187638.62
32106,33,2025-02-12,22,51083.56,2321.98,14.43,inactive,132571.81
32107,46,2021-06-29,21,46193.91,2199.71,4.08,none,70965.15
32108,38,2021-05-25,22,55332.64,2515.12,4.19,active,96918.56
32109,21,2024-08-29,13,12445.81,957.37,6.56,inactive,23684.72
32110,26,2024-12-21,21,29960.7,1426.7,12.57,active,77570.92
32111,32,2021-12-28,25,45016.25,1800.65,5.37,inactive,64200.37
32112,19,2023-09-25,15,17039.1,1135.94,5.15,none,27455.85
32113,32,2023-03-22,16,26857.12,1678.57,4.68,none,43374.55
32114,21,2025-09-30,24,67317.12,2804.88,26.81,active,217260.21
32115,18,2023-03-17,17,16473.0,969.0,4.95,none,23892.68
32116,23,2022-04-15,11,21833.46,1984.86,2.53,inactive,28460.1
32117,36,2022-03-07,15,29117.25,1941.15,3.36,none,49579.84
32118,36,2026-01-29,22,88502.7,4022.85,39.01,none,309585.77
32119,33,2024-05-02,20,13620.4,681.02,8.67,none,27031.01
32120,41,2021-07-08,20,37507.4,1875.37,3.9,none,45369.45
32121,40,2026-01-18,24,73759.68,3073.32,40.4,none,336266.73
32122,34,2026-07-10,22,42978.1,1953.55,88.0,inactive,431593.54
32123,33,2024-11-26,21,46674.18,2222.58,12.08,inactive,91594.32
32124,33,2025-04-25,17,28011.58,1647.74,12.8,active,85460.09
32125,31,2026-03-09,24,54030.48,2251.27,52.49,inactive,372809.76
32126,18,2021-02-19,15,7820.55,521.37,2.72,active,11475.61
32127,42,2021-03-05,18,24381.72,1354.54,3.29,active,46379.52
32128,36,2021-12-10,24,27244.08,1135.17,5.11,active,39832.04
32129,21,2024-03-02,15,16157.7,1077.18,6.06,active,41639.18
32130,45,2025-12-09,17,60260.41,3544.73,24.16,none,320497.76
32131,27,2021-08-24,14,31914.26,2279.59,2.8,active,46799.02
32132,31,2026-05-21,18,24645.6,1369.2,69.94,none,200960.28
32133,41,2025-07-27,20,88765.2,4438.26,18.64,active,397910.72
32134,34,2026-05-04,23,42285.96,1838.52,75.68,active,453113.28
32135,44,2025-06-03,22,22530.2,1024.1,18.02,none,80168.67
32136,29,2026-04-02,16,26266.56,1641.66,40.87,none,229498.91
32137,47,2023-11-17,23,28881.33,1255.71,8.32,none,67906.46
32138,25,2025-11-09,20,10117.4,505.87,25.45,none,30977.59
32139,44,2024-05-01,13,20645.56,1588.12,5.63,active,73825.17
32140,18,2024-04-05,15,90578.1,6038.54,6.3,active,314234.75
32141,22,2022-12-15,19,22818.81,1200.99,5.15,active,57983.17
32142,35,2025-05-05,19,32889.19,1731.01,14.61,inactive,94860.0
32143,28,2022-04-24,22,35953.72,1634.26,5.08,active,53905.98
32144,31,2022-04-13,12,21147.12,1762.26,2.75,active,30018.88
32145,32,2023-07-28,17,30914.5,1818.5,5.53,active,53990.05
32146,21,2025-02-05,23,42650.74,1854.38,14.89,inactive,92644.26
32147,22,2024-04-14,20,45736.2,2286.81,8.48,none,95021.92
32148,34,2022-12-08,19,112543.08,5923.32,5.13,none,157562.1
32149,26,2025-01-25,17,14956.26,879.78,10.8,active,37322.66
32150,44,2022-12-16,18,21442.86,1191.27,4.88,active,45327.62
32151,30,2022-04-07,12,50906.16,4242.18,2.74,inactive,68971.98
32152,38,2026-02-09,13,18486.13,1422.01,24.35,active,101311.0
32153,36,2024-01-31,18,42135.3,2340.85,7.03,inactive,64848.74
32154,27,2021-05-27,23,44820.1,1948.7,4.39,active,64324.92
32155,18,2022-10-11,26,52329.94,2012.69,6.73,active,133182.57
32156,43,2021-08-18,22,48721.86,2214.63,4.39,none,75361.0
32157,23,2022-02-18,15,17853.3,1190.22,3.33,active,33445.23
32158,28,2023-12-17,14,21800.24,1557.16,5.22,none,42402.89
32159,31,2021-02-02,27,79930.26,2960.38,4.86,inactive,118376.56
32160,32,2022-08-13,13,38767.17,2982.09,3.23,inactive,57320.8
32161,41,2022-06-07,28,77885.36,2781.62,6.65,active,157764.0
32162,32,2022-06-16,22,66147.18,3006.69,5.26,active,141385.53
32163,31,2022-08-27,15,29298.3,1953.22,3.76,active,50486.35
32164,41,2021-09-10,18,11231.1,623.95,3.64,active,19072.43
32165,37,2022-08-28,20,43818.2,2190.91,5.02,none,63267.75
32166,25,2024-07-26,17,31073.79,1827.87,8.19,none,72152.18
32167,22,2023-06-30,15,26016.3,1734.42,4.76,none,39112.89
32168,25,2021-10-24,15,17447.85,1163.19,3.11,inactive,26896.78
32169,32,2021-06-21,23,49879.64,2168.68,4.45,inactive,59986.45
32170,21,2021-05-07,15,23525.55,1568.37,2.83,active,40981.2
32171,33,2025-12-17,16,58187.84,3636.74,23.47,none,266942.02
32172,31,2022-05-20,19,11159.65,587.35,4.46,none,17741.78
32173,18,2022-07-08,24,82422.96,3434.29,5.82,active,134881.57
32174,19,2024-09-11,18,19558.8,1086.6,9.25,none,48895.88
32175,18,2021-07-18,12,13828.92,1152.41,2.35,none,18763.92
32176,29,2026-06-24,20,51569.4,2578.47,80.0,none,306640.21
32177,42,2025-06-17,23,37991.4,1651.8,19.45,none,80360.43
32178,18,2025-01-03,22,28134.7,1278.85,13.46,none,72161.58
32179,20,2024-02-15,25,53628.5,2145.14,9.93,none,86931.83
32180,31,2023-04-28,18,49020.84,2723.38,5.42,none,114027.27
32181,22,2024-10-15,19,33810.12,1779.48,10.25,inactive,57609.87
32182,22,2024-08-30,22,21680.56,985.48,11.11,inactive,34123.18
32183,37,2023-06-26,15,28055.25,1870.35,4.75,active,67926.46
32184,28,2025-12-09,15,8437.5,562.5,21.32,active,44593.06
32185,19,2025-04-15,26,40431.04,1555.04,19.18,none,95963.04
32186,18,2025-05-24,20,27442.2,1372.11,16.02,none,57865.65
32187,52,2023-12-10,18,27752.58,1541.81,6.66,none,44931.68
32188,42,2024-06-03,28,29821.4,1065.05,12.61,inactive,73029.95
32189,28,2025-11-16,19,24772.77,1303.83,24.78,active,131019.89
32190,33,2024-08-18,20,44180.4,2209.02,9.94,none,113469.3
32191,28,2022-04-16,15,14012.85,934.19,3.45,none,20800.94
32192,37,2025-02-14,18,40398.48,2244.36,11.85,active,110777.63
32193,24,2025-10-12,21,44472.12,2117.72,24.35,active,288819.22
32194,27,2025-07-01,21,57440.04,2735.24,18.35,active,202007.43
32195,36,2021-09-24,17,47197.95,2776.35,3.46,none,63044.32
32196,45,2025-06-28,14,6851.46,489.39,12.15,none,18176.87
32197,39,2026-05-08,15,16828.65,1121.91,51.2,inactive,110318.27
32198,43,2023-11-16,24,88265.04,3677.71,8.67,inactive,144991.59
32199,29,2025-02-26,16,22672.32,1417.02,10.76,active,69300.39
32200,26,2025-03-23,23,61022.91,2653.17,16.22,inactive,119063.4
32201,18,2022-01-20,21,46956.21,2236.01,4.58,active,85821.02
32202,33,2022-06-26,17,20622.19,1213.07,4.09,active,32331.52
32203,35,2024-10-12,19,15317.23,806.17,10.21,none,27145.1
32204,29,2024-03-16,22,38161.42,1734.61,9.03,inactive,110617.58
32205,25,2026-08-10,16,28524.8,1782.8,64.0,none,279353.89
32206,43,2026-03-09,26,36633.22,1408.97,56.87,active,331575.22
32207,38,2023-10-12,17,60000.48,3529.44,5.94,active,130313.11
32208,44,2025-01-24,16,61430.24,3839.39,10.15,none,156078.45
32209,23,2026-04-27,15,22336.5,1489.1,46.43,inactive,134410.0
32210,26,2022-09-12,12,15567.72,1297.31,3.04,none,23221.74
32211,43,2025-04-11,18,39478.32,2193.24,13.18,none,144849.23
32212,32,2024-11-01,23,48334.27,2101.49,12.73,active,102273.36
32213,27,2024-03-16,17,98409.43,5788.79,6.98,none,221620.87
32214,28,2026-05-17,26,56741.36,2182.36,96.9,active,895077.18
32215,32,2023-02-11,18,58222.98,3234.61,5.1,none,105798.35
32216,41,2025-08-01,17,40732.17,2396.01,16.04,none,136430.48
32217,31,2024-11-29,20,13745.2,687.26,11.56,active,41540.27
32218,39,2021-10-09,20,32642.2,1632.11,4.11,none,46219.42
32219,36,2022-12-20,17,40396.93,2376.29,4.63,active,92380.13
32220,24,2023-11-07,25,61146.25,2445.85,8.95,none,91239.52
32221,24,2025-12-09,15,12042.15,802.81,21.32,inactive,48754.44
32222,28,2025-09-26,12,23383.2,1948.6,13.24,none,73320.8
32223,20,2025-01-11,20,29301.0,1465.05,12.4,inactive,75505.76
32224,27,2021-09-01,14,45822.84,3273.06,2.81,inactive,68216.47
32225,46,2026-03-19,11,44214.39,4019.49,25.59,active,435546.38
32226,32,2024-12-02,21,49898.73,2376.13,12.19,active,141162.43
32227,25,2026-01-27,16,15631.04,976.94,28.1,inactive,98979.09
32228,49,2024-10-22,15,9883.95,658.93,8.18,none,19950.37
32229,24,2021-06-06,16,39372.64,2460.79,3.07,none,48453.91
32230,23,2023-12-31,20,20828.8,1041.44,7.56,active,41453.16
32231,43,2021-03-18,20,25466.4,1273.32,3.68,active,51220.2
32232,38,2025-10-20,23,51290.92,2230.04,27.36,active,356831.4
32233,31,2026-05-29,30,38146.2,1271.54,120.0,inactive,357294.33
32234,39,2025-12-10,22,49069.02,2230.41,31.39,inactive,258391.8
32235,35,2021-04-29,19,55396.59,2915.61,3.57,none,73960.79
32236,21,2021-01-24,23,48739.07,2119.09,4.12,inactive,65435.94
32237,18,2023-08-14,18,28626.84,1590.38,5.95,inactive,50003.48
32238,27,2022-12-13,13,16479.19,1267.63,3.52,active,30811.94
32239,42,2025-08-27,21,49493.64,2356.84,21.25,active,217360.78
32240,28,2021-02-06,13,10205.13,785.01,2.35,none,14234.55
32241,36,2021-11-06,11,18493.75,1681.25,2.29,none,23475.7
32242,34,2023-10-14,22,58471.82,2657.81,7.7,inactive,85554.68
32243,18,2021-06-30,14,28151.06,2010.79,2.72,active,44512.12
32244,28,2021-04-17,20,13062.6,653.13,3.74,active,20913.52
32245,35,2024-10-28,20,37431.8,1871.59,11.0,none,69828.48
32246,25,2025-07-06,19,35876.37,1888.23,16.8,active,105524.59
32247,29,2026-05-28,16,28179.52,1761.22,64.0,active,472507.65
32248,36,2026-03-23,18,17992.26,999.57,42.97,none,50342.86
32249,33,2023-11-01,17,19897.48,1170.44,6.05,none,38765.83
32250,41,2022-05-30,21,27818.91,1324.71,4.96,none,45356.47
32251,35,2023-07-17,17,63192.91,3717.23,5.48,active,120558.87
32252,23,2021-12-22,19,34183.28,1799.12,4.07,none,51650.83
32253,28,2022-11-19,19,17622.31,927.49,5.05,none,24297.37
32254,32,2021-01-02,22,49581.18,2253.69,3.9,none,80666.84
32255,44,2023-05-18,15,20803.5,1386.9,4.59,active,60845.12
32256,28,2022-03-09,26,48900.8,1880.8,5.83,active,111148.79
32257,18,2022-09-01,21,21611.52,1029.12,5.28,active,43001.16
32258,36,2022-07-30,22,25309.02,1150.41,5.41,none,40603.08
32259,25,2026-05-14,26,68051.1,2617.35,94.02,inactive,462934.08
32260,20,2021-06-10,14,33633.74,2402.41,2.69,active,52523.62
32261,32,2026-01-16,18,28075.5,1559.75,30.02,none,108917.83
32262,41,2026-01-26,16,22149.28,1384.33,27.96,none,87050.36
32263,27,2024-06-16,19,24554.27,1292.33,8.7,none,41391.97
32264,36,2025-08-06,17,19579.07,1151.71,16.25,none,71607.38
32265,38,2024-01-23,26,81020.42,3116.17,10.07,active,218708.17
32266,39,2021-03-12,25,77690.25,3107.61,4.59,active,118465.86
32267,25,2025-11-29,13,16277.56,1252.12,17.78,inactive,77354.9
32268,22,2023-05-13,18,51028.74,2834.93,5.49,active,94677.26
32269,23,2026-04-02,15,17889.6,1192.64,38.31,none,59511.15
