amount,payment_method,failure_reason,customer_age,total_purchases,total_spend,avg_order_value,purchase_frequency,subscription_status,ltv,total_interactions,open_rate,click_rate,response_rate,fatigue_score,customer_tenure_days,recovered
1136.54,credit_card,expired_card,30.0,16,14264.96,891.56,3.5,active,22344.99,2.0,0.5,0.5,0.0,40.0,1668,0
2112.12,upi,expired_card,51.0,15,21020.25,1401.35,5.08,inactive,37596.04,0.0,0.0,0.0,0.0,30.0,1079,1
869.54,upi,temporary_bank_issue,40.0,26,33057.18,1271.43,5.4,active,60491.32,0.0,0.0,0.0,0.0,30.0,1758,0
4036.71,credit_card,network_error,37.0,27,69651.36,2579.68,7.46,none,120642.99,1.0,1.0,1.0,1.0,5.0,1322,1
992.05,upi,insufficient_funds,38.0,19,21338.33,1123.07,4.4,inactive,34553.15,1.0,0.0,0.0,0.0,35.0,1576,0
6860.94,upi,customer_abandoned,37.0,17,179487.02,10558.06,22.02,active,857226.37,2.0,0.5,0.0,0.0,40.0,282,1
2542.29,wallet,temporary_bank_issue,31.0,17,27229.41,1601.73,3.06,none,39454.74,0.0,0.0,0.0,0.0,30.0,2031,0
4303.3,upi,network_error,40.0,8,15725.2,1965.65,10.15,none,50869.79,1.0,1.0,0.0,0.0,35.0,288,1
3852.1,upi,network_error,30.0,14,47029.08,3359.22,2.49,none,66668.97,1.0,1.0,0.0,0.0,35.0,2051,1
1506.28,upi,customer_abandoned,40.0,12,34041.24,2836.77,8.8,active,95993.91,0.0,0.0,0.0,0.0,30.0,498,1
1578.06,credit_card,temporary_bank_issue,44.0,20,17727.0,886.35,3.73,none,22794.71,1.0,1.0,0.0,0.0,35.0,1959,1
678.94,credit_card,bank_decline,28.0,14,8725.36,623.24,7.78,active,31771.39,0.0,0.0,0.0,0.0,30.0,657,1
2149.83,upi,bank_decline,26.0,22,33582.56,1526.48,4.56,none,55928.1,1.0,0.0,0.0,0.0,35.0,1761,0
3052.4,upi,customer_abandoned,45.0,18,34632.72,1924.04,19.57,active,197704.32,5.0,0.6,0.2,0.0,55.0,336,1
564.67,credit_card,bank_decline,42.0,19,15940.43,838.97,7.75,active,33110.16,1.0,0.0,0.0,0.0,35.0,895,0
478.94,upi,customer_abandoned,48.0,23,7823.22,340.14,5.7,inactive,12456.67,0.0,0.0,0.0,0.0,30.0,1475,1
2409.23,upi,network_error,31.0,14,24080.84,1720.06,3.57,none,33094.51,0.0,0.0,0.0,0.0,30.0,1433,1
643.28,upi,temporary_bank_issue,30.0,20,18174.2,908.71,7.85,inactive,35536.01,1.0,0.0,0.0,0.0,35.0,931,1
3882.84,upi,insufficient_funds,34.0,20,41381.2,2069.06,5.78,active,83471.56,0.0,0.0,0.0,0.0,30.0,1263,1
359.13,upi,bank_decline,28.0,17,10874.39,639.67,8.87,inactive,25675.48,1.0,1.0,0.0,0.0,35.0,700,1
10182.23,debit_card,customer_abandoned,34.0,22,260397.06,11836.23,10.46,none,639544.56,0.0,0.0,0.0,0.0,30.0,768,0
985.47,debit_card,expired_card,30.0,20,38501.2,1925.06,42.72,none,277046.61,3.0,0.6666666666666666,0.0,0.0,45.0,171,1
2288.0,debit_card,network_error,33.0,16,22952.0,1434.5,21.56,active,160371.97,1.0,0.0,0.0,0.0,35.0,271,1
2901.15,credit_card,expired_card,29.0,24,122408.4,5100.35,96.0,active,1803461.98,2.0,1.0,0.5,0.5,25.0,80,1
1743.88,upi,insufficient_funds,35.0,15,28555.05,1903.67,7.77,active,109157.23,0.0,0.0,0.0,0.0,30.0,705,0
2421.64,credit_card,authentication_failed,45.0,19,55047.37,2897.23,76.0,active,807754.76,1.0,1.0,0.0,0.0,35.0,56,1
1283.9,upi,bank_decline,35.0,18,30723.66,1706.87,72.0,active,287814.02,0.0,0.0,0.0,0.0,30.0,14,1
1446.89,credit_card,customer_abandoned,43.0,16,33883.2,2117.7,5.14,active,51623.77,1.0,1.0,0.0,0.0,35.0,1136,1
2750.15,credit_card,customer_abandoned,24.0,16,74059.84,4628.74,7.22,none,171950.55,3.0,0.6666666666666666,0.0,0.0,45.0,809,0
1561.43,upi,customer_abandoned,43.0,29,58003.77,2000.13,6.55,none,91241.6,2.0,1.0,0.5,0.0,40.0,1618,0
1575.1,wallet,customer_abandoned,18.0,12,13150.08,1095.84,8.66,active,45829.58,1.0,0.0,0.0,0.0,35.0,506,0
4259.88,upi,insufficient_funds,44.0,17,47410.11,2788.83,3.82,inactive,81288.07,2.0,0.5,0.0,0.0,40.0,1627,1
1412.67,credit_card,network_error,18.0,15,16351.8,1090.12,3.5,active,31463.7,1.0,0.0,0.0,0.0,35.0,1567,1
1525.1,upi,temporary_bank_issue,34.0,20,41310.8,2065.54,80.0,inactive,315993.01,1.0,0.0,0.0,0.0,35.0,88,1
2620.4,upi,temporary_bank_issue,35.0,25,49707.5,1988.3,46.35,active,412617.14,1.0,1.0,1.0,1.0,5.0,197,0
1180.46,upi,temporary_bank_issue,26.0,17,12679.45,745.85,10.44,active,54988.68,2.0,0.5,0.0,0.0,40.0,595,1
1849.07,upi,expired_card,26.0,13,13837.07,1064.39,2.53,inactive,20858.77,1.0,1.0,0.0,0.0,35.0,1877,0
1842.93,upi,network_error,38.0,19,46859.89,2466.31,11.14,inactive,131032.76,2.0,1.0,0.5,0.0,40.0,623,1
2247.15,upi,customer_abandoned,36.0,15,35203.95,2346.93,8.98,active,131019.37,0.0,0.0,0.0,0.0,30.0,610,1
2219.42,upi,network_error,35.0,16,30426.88,1901.68,17.6,none,88062.07,3.0,0.6666666666666666,0.0,0.0,45.0,332,1
800.83,credit_card,temporary_bank_issue,53.0,17,29048.41,1708.73,51.32,inactive,177582.78,1.0,1.0,0.0,0.0,35.0,121,1
704.46,credit_card,authentication_failed,35.0,20,28377.4,1418.87,4.71,active,45643.72,2.0,0.0,0.0,0.0,40.0,1552,0
566.13,upi,expired_card,44.0,18,15931.98,885.11,7.19,none,35873.9,1.0,0.0,0.0,0.0,35.0,915,1
1501.04,upi,authentication_failed,29.0,19,17910.92,942.68,3.65,none,27208.24,1.0,0.0,0.0,0.0,35.0,1901,1
5642.52,upi,customer_abandoned,38.0,17,110017.37,6471.61,3.23,none,138460.07,1.0,1.0,1.0,1.0,5.0,1924,1
1889.34,credit_card,authentication_failed,25.0,16,43677.76,2729.86,5.67,active,94675.23,1.0,1.0,1.0,0.0,35.0,1030,1
2391.19,net_banking,network_error,26.0,27,70016.67,2593.21,6.23,inactive,95847.44,3.0,0.6666666666666666,0.0,0.0,45.0,1583,1
2698.68,upi,customer_abandoned,29.0,15,37872.6,2524.84,2.79,active,67620.95,2.0,0.5,0.0,0.0,40.0,1966,1
1281.06,debit_card,authentication_failed,30.0,22,43715.32,1987.06,11.43,active,115221.38,2.0,1.0,0.5,0.5,25.0,703,1
916.59,net_banking,customer_abandoned,24.0,18,19503.72,1083.54,4.32,none,26822.79,3.0,0.6666666666666666,0.0,0.0,45.0,1521,1
2208.26,credit_card,insufficient_funds,35.0,15,26887.05,1792.47,33.2,none,73421.04,0.0,0.0,0.0,0.0,30.0,165,0
992.08,upi,insufficient_funds,35.0,28,39361.84,1405.78,31.18,inactive,96714.22,1.0,0.0,0.0,0.0,35.0,328,1
1385.8,upi,temporary_bank_issue,41.0,9,9123.57,1013.73,3.3,active,23089.08,0.0,0.0,0.0,0.0,30.0,996,1
2435.91,upi,network_error,27.0,23,75233.0,3271.0,50.91,inactive,504307.69,0.0,0.0,0.0,0.0,30.0,165,1
3303.1,debit_card,customer_abandoned,50.0,20,54820.0,2741.0,16.79,active,240729.38,0.0,0.0,0.0,0.0,30.0,435,1
1559.41,debit_card,customer_abandoned,43.0,17,36026.23,2119.19,6.88,inactive,81877.59,0.0,0.0,0.0,0.0,30.0,902,1
2406.28,upi,network_error,40.0,23,86425.26,3757.62,5.11,inactive,118157.11,0.0,0.0,0.0,0.0,30.0,1645,1
2998.29,upi,customer_abandoned,28.0,22,40334.14,1833.37,16.95,active,146990.64,2.0,1.0,0.0,0.0,40.0,474,1
571.5,wallet,bank_decline,18.0,11,11224.73,1020.43,7.41,none,31775.36,1.0,1.0,0.0,0.0,35.0,542,0
4272.27,upi,authentication_failed,46.0,13,42494.14,3268.78,2.92,active,80732.34,1.0,0.0,0.0,0.0,35.0,1626,0
1074.1,upi,network_error,31.0,15,21485.25,1432.35,10.87,active,64913.6,1.0,1.0,1.0,0.0,35.0,504,1
1078.23,upi,insufficient_funds,32.0,35,49798.0,1422.8,6.29,active,83587.18,1.0,1.0,0.0,0.0,35.0,2032,1
6635.89,credit_card,temporary_bank_issue,39.0,20,153017.2,7650.86,5.71,none,302284.46,3.0,0.6666666666666666,0.0,0.0,45.0,1279,1
1182.65,upi,customer_abandoned,34.0,13,9017.58,693.66,2.79,none,12999.68,2.0,1.0,0.0,0.0,40.0,1702,1
784.32,debit_card,expired_card,21.0,22,26256.78,1193.49,7.81,none,59109.54,0.0,0.0,0.0,0.0,30.0,1029,0
4999.42,upi,bank_decline,47.0,19,100668.46,5298.34,16.52,none,223868.69,1.0,1.0,0.0,0.0,35.0,420,1
829.87,upi,expired_card,41.0,23,37893.19,1647.53,6.34,active,58957.63,0.0,0.0,0.0,0.0,30.0,1326,0
1380.18,upi,insufficient_funds,46.0,23,32858.49,1428.63,35.45,inactive,253140.89,3.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,35.0,237,1
1374.52,upi,authentication_failed,37.0,19,21095.89,1110.31,6.39,none,40830.56,1.0,1.0,0.0,0.0,35.0,1086,1
982.24,upi,bank_decline,33.0,20,36891.2,1844.56,7.12,inactive,67138.18,2.0,1.0,0.5,0.5,25.0,1026,1
591.13,upi,bank_decline,25.0,11,8205.01,745.91,3.83,active,16898.43,2.0,0.5,0.0,0.0,40.0,1050,1
661.53,debit_card,insufficient_funds,24.0,11,9507.3,864.3,3.78,inactive,16318.77,2.0,1.0,0.0,0.0,40.0,1062,1
1023.76,upi,network_error,34.0,19,21381.65,1125.35,4.0,none,37937.81,0.0,0.0,0.0,0.0,30.0,1734,1
1717.07,upi,bank_decline,26.0,18,23194.44,1288.58,17.21,active,98705.88,0.0,0.0,0.0,0.0,30.0,382,0
2581.67,credit_card,bank_decline,30.0,20,39797.6,1989.88,6.46,none,57271.06,1.0,1.0,1.0,1.0,5.0,1131,1
2478.59,upi,authentication_failed,20.0,27,63578.52,2354.76,6.13,none,91960.15,0.0,0.0,0.0,0.0,30.0,1608,0
4107.38,credit_card,temporary_bank_issue,37.0,15,81360.15,5424.01,3.36,none,114636.17,1.0,1.0,1.0,1.0,5.0,1633,1
1765.43,upi,temporary_bank_issue,23.0,17,24040.04,1414.12,4.33,inactive,36471.54,1.0,0.0,0.0,0.0,35.0,1435,1
377.21,credit_card,temporary_bank_issue,36.0,12,10815.96,901.33,2.2,none,14931.11,1.0,0.0,0.0,0.0,35.0,1991,1
6748.24,upi,bank_decline,30.0,18,119520.18,6640.01,3.39,inactive,151506.47,1.0,1.0,1.0,1.0,5.0,1941,1
846.84,upi,customer_abandoned,18.0,26,32986.72,1268.72,9.2,inactive,75102.31,1.0,0.0,0.0,0.0,35.0,1032,1
4852.58,net_banking,customer_abandoned,30.0,20,67556.0,3377.8,66.41,active,909704.87,2.0,0.0,0.0,0.0,40.0,110,1
2612.09,credit_card,customer_abandoned,36.0,15,45389.55,3025.97,8.55,none,96871.67,2.0,1.0,0.5,0.0,40.0,641,1
1200.72,credit_card,bank_decline,30.0,19,22569.34,1187.86,4.66,active,50643.49,0.0,0.0,0.0,0.0,30.0,1490,0
1391.92,debit_card,network_error,32.0,13,18831.93,1448.61,5.54,inactive,42300.08,3.0,0.3333333333333333,0.0,0.0,45.0,857,1
4945.8,credit_card,customer_abandoned,33.0,18,33246.72,1847.04,3.97,active,45654.99,1.0,0.0,0.0,0.0,35.0,1657,1
2356.84,credit_card,bank_decline,38.0,10,36849.0,3684.9,3.34,none,46434.35,1.0,1.0,0.0,0.0,35.0,1095,1
1202.61,credit_card,expired_card,34.0,21,28279.65,1346.65,5.75,none,52925.16,1.0,1.0,1.0,1.0,5.0,1334,1
1130.37,upi,network_error,44.0,12,31337.88,2611.49,2.41,none,39107.7,0.0,0.0,0.0,0.0,30.0,1820,1
4193.78,debit_card,temporary_bank_issue,18.0,19,40764.88,2145.52,10.42,inactive,172026.09,0.0,0.0,0.0,0.0,30.0,666,1
5086.81,credit_card,customer_abandoned,37.0,21,41132.7,1958.7,9.81,active,120764.7,0.0,0.0,0.0,0.0,30.0,782,1
1669.45,upi,expired_card,40.0,24,38319.36,1596.64,33.98,inactive,146254.16,3.0,0.6666666666666666,0.0,0.0,45.0,258,1
451.48,upi,network_error,37.0,16,13688.0,855.5,8.74,active,44859.79,2.0,0.5,0.5,0.5,25.0,669,1
1966.43,credit_card,insufficient_funds,25.0,19,37183.19,1957.01,12.71,active,144872.64,0.0,0.0,0.0,0.0,30.0,546,1
643.83,upi,customer_abandoned,40.0,10,9915.5,991.55,3.34,active,26534.04,2.0,0.5,0.5,0.5,25.0,1094,1
1086.55,net_banking,temporary_bank_issue,33.0,18,28522.98,1584.61,7.29,none,60994.94,1.0,1.0,0.0,0.0,35.0,902,0
1162.13,upi,bank_decline,33.0,18,21425.22,1190.29,4.53,none,36539.94,0.0,0.0,0.0,0.0,30.0,1450,1
1166.79,upi,bank_decline,18.0,21,51682.47,2461.07,13.97,none,128526.1,2.0,0.5,0.5,0.5,25.0,549,1
1758.71,upi,expired_card,24.0,20,54039.0,2701.95,5.84,active,98440.66,0.0,0.0,0.0,0.0,30.0,1250,1
1664.28,debit_card,temporary_bank_issue,30.0,18,25045.74,1391.43,8.24,inactive,47119.33,3.0,1.0,0.3333333333333333,0.3333333333333333,35.0,798,1
1064.09,upi,temporary_bank_issue,23.0,21,35379.54,1684.74,23.38,none,106542.15,1.0,0.0,0.0,0.0,35.0,328,1
1657.1,credit_card,insufficient_funds,32.0,16,13330.4,833.15,13.22,active,52503.28,2.0,0.5,0.5,0.0,40.0,442,1
5772.68,credit_card,customer_abandoned,36.0,16,51730.4,3233.15,3.13,active,78648.2,2.0,0.5,0.0,0.0,40.0,1870,0
921.9,upi,insufficient_funds,18.0,26,17290.78,665.03,94.96,none,180102.17,1.0,1.0,0.0,0.0,35.0,100,1
1371.68,net_banking,expired_card,31.0,20,25625.2,1281.26,11.58,active,77765.02,1.0,0.0,0.0,0.0,35.0,631,1
2228.03,upi,customer_abandoned,42.0,19,64652.44,3402.76,16.76,none,174484.66,1.0,0.0,0.0,0.0,35.0,414,1
3571.33,credit_card,temporary_bank_issue,28.0,24,114838.8,4784.95,34.79,inactive,441144.85,1.0,0.0,0.0,0.0,35.0,252,1
1503.89,upi,customer_abandoned,23.0,18,19643.76,1091.32,3.51,none,32740.13,0.0,0.0,0.0,0.0,30.0,1871,1
879.72,credit_card,customer_abandoned,41.0,13,17094.48,1314.96,7.18,none,33826.46,0.0,0.0,0.0,0.0,30.0,661,1
985.47,debit_card,expired_card,30.0,20,38501.2,1925.06,42.72,none,277046.61,3.0,0.6666666666666666,0.0,0.0,45.0,171,1
1669.86,upi,bank_decline,22.0,19,18126.0,954.0,5.61,none,24981.23,1.0,1.0,0.0,0.0,35.0,1237,1
943.39,upi,insufficient_funds,44.0,16,23988.16,1499.26,64.0,inactive,226006.14,2.0,0.0,0.0,0.0,40.0,72,1
4089.92,debit_card,bank_decline,37.0,18,110950.2,6163.9,5.23,inactive,200259.37,1.0,0.0,0.0,0.0,35.0,1258,0
654.88,upi,temporary_bank_issue,46.0,22,20064.88,912.04,8.78,active,58034.34,1.0,0.0,0.0,0.0,35.0,915,1
2854.47,upi,bank_decline,34.0,17,37380.11,2198.83,3.25,none,53896.63,1.0,1.0,1.0,0.0,35.0,1910,0
981.8,upi,bank_decline,51.0,20,41553.8,2077.69,78.55,active,802271.68,2.0,0.5,0.0,0.0,40.0,93,1
911.15,debit_card,expired_card,37.0,22,32183.36,1462.88,35.71,inactive,152215.05,3.0,0.6666666666666666,0.3333333333333333,0.0,45.0,225,1
3280.04,credit_card,customer_abandoned,44.0,17,47410.11,2788.83,3.82,inactive,81288.07,2.0,0.5,0.0,0.0,40.0,1627,0
4689.83,net_banking,customer_abandoned,31.0,24,94091.76,3920.49,18.26,active,353217.71,0.0,0.0,0.0,0.0,30.0,480,1
1988.91,debit_card,customer_abandoned,42.0,19,48645.89,2560.31,3.5,none,60285.8,0.0,0.0,0.0,0.0,30.0,1980,1
3062.58,credit_card,customer_abandoned,20.0,13,29737.24,2287.48,5.0,active,61372.79,2.0,0.5,0.0,0.0,40.0,949,1
4066.36,upi,authentication_failed,43.0,25,111647.5,4465.9,6.65,inactive,171338.56,0.0,0.0,0.0,0.0,30.0,1374,1
965.7,credit_card,bank_decline,26.0,18,19602.18,1089.01,4.68,active,37242.72,0.0,0.0,0.0,0.0,30.0,1404,0
2091.41,debit_card,customer_abandoned,26.0,19,35691.5,1878.5,3.46,none,48831.81,2.0,0.5,0.5,0.5,25.0,2007,0
4909.54,credit_card,authentication_failed,43.0,25,72189.0,2887.56,14.22,none,182640.87,0.0,0.0,0.0,0.0,30.0,642,0
4379.72,upi,customer_abandoned,39.0,10,57725.4,5772.54,2.01,inactive,80137.23,2.0,0.5,0.0,0.0,40.0,1819,1
1834.85,net_banking,customer_abandoned,24.0,17,24975.89,1469.17,10.11,inactive,59525.13,2.0,1.0,0.0,0.0,40.0,614,1
877.18,net_banking,bank_decline,28.0,19,9055.4,476.6,33.53,none,38028.43,1.0,0.0,0.0,0.0,35.0,207,0
5453.29,upi,customer_abandoned,21.0,20,60133.8,3006.69,10.74,none,144388.08,0.0,0.0,0.0,0.0,30.0,680,1
1502.46,upi,customer_abandoned,33.0,17,39403.11,2317.83,8.87,active,137197.53,2.0,1.0,0.0,0.0,40.0,700,1
5314.27,debit_card,insufficient_funds,25.0,16,28524.8,1782.8,64.0,none,279353.89,1.0,0.0,0.0,0.0,35.0,13,0
6015.51,upi,insufficient_funds,41.0,17,52396.55,3082.15,3.16,none,84209.7,1.0,0.0,0.0,0.0,35.0,1965,1
2294.23,upi,expired_card,22.0,16,30020.48,1876.28,3.55,inactive,40646.75,2.0,1.0,0.5,0.5,25.0,1644,1
2444.8,debit_card,bank_decline,34.0,24,63763.92,2656.83,5.85,active,116844.29,1.0,1.0,0.0,0.0,35.0,1498,0
4168.4,upi,bank_decline,19.0,15,52366.05,3491.07,4.91,active,110164.33,1.0,0.0,0.0,0.0,35.0,1115,0
2569.46,debit_card,insufficient_funds,41.0,19,38117.61,2006.19,4.1,none,57199.34,0.0,0.0,0.0,0.0,30.0,1694,0
2488.59,credit_card,authentication_failed,32.0,14,21411.88,1529.42,10.03,none,75705.25,1.0,0.0,0.0,0.0,35.0,510,1
1234.21,upi,bank_decline,41.0,14,18872.98,1348.07,3.12,none,26621.99,0.0,0.0,0.0,0.0,30.0,1637,0
709.2,upi,temporary_bank_issue,26.0,22,16135.46,733.43,6.42,none,29740.23,0.0,0.0,0.0,0.0,30.0,1252,1
2769.81,net_banking,customer_abandoned,33.0,20,49593.6,2479.68,6.36,none,83051.61,1.0,0.0,0.0,0.0,35.0,1148,1
3532.42,upi,authentication_failed,31.0,23,47246.83,2054.21,5.72,active,136419.96,0.0,0.0,0.0,0.0,30.0,1468,1
2400.51,debit_card,customer_abandoned,40.0,14,23548.42,1682.03,56.0,active,307521.86,2.0,1.0,0.5,0.0,40.0,86,1
910.85,net_banking,expired_card,32.0,15,40377.15,2691.81,60.0,none,595565.3,1.0,1.0,0.0,0.0,35.0,66,1
2969.29,wallet,temporary_bank_issue,33.0,22,76870.86,3494.13,15.08,active,283743.13,1.0,1.0,1.0,0.0,35.0,533,1
1582.55,upi,customer_abandoned,20.0,19,22452.87,1181.73,14.77,none,66708.07,1.0,0.0,0.0,0.0,35.0,470,0
1811.94,debit_card,insufficient_funds,37.0,24,32189.28,1341.22,8.85,none,68433.31,1.0,1.0,0.0,0.0,35.0,990,0
1293.49,net_banking,temporary_bank_issue,38.0,9,5922.9,658.1,2.11,none,8758.36,3.0,0.6666666666666666,0.0,0.0,45.0,1558,1
632.68,upi,bank_decline,33.0,15,12699.6,846.64,2.71,active,18441.48,3.0,0.3333333333333333,0.0,0.0,45.0,2025,1
943.03,upi,insufficient_funds,28.0,20,37323.0,1866.15,7.8,none,69777.28,1.0,1.0,0.0,0.0,35.0,936,0
3103.17,upi,expired_card,33.0,18,40600.44,2255.58,5.35,none,71555.44,1.0,0.0,0.0,0.0,35.0,1228,1
1647.22,upi,insufficient_funds,23.0,17,38892.09,2287.77,68.0,none,409422.65,2.0,0.5,0.5,0.5,25.0,46,1
1544.14,upi,insufficient_funds,38.0,13,28463.89,2189.53,5.95,active,110969.56,2.0,1.0,0.0,0.0,40.0,798,0
1904.15,upi,temporary_bank_issue,18.0,20,23212.4,1160.62,22.14,active,107043.37,0.0,0.0,0.0,0.0,30.0,330,1
800.96,upi,customer_abandoned,50.0,18,37931.04,2107.28,3.99,inactive,58576.16,1.0,1.0,0.0,0.0,35.0,1646,1
883.35,credit_card,expired_card,35.0,17,25307.9,1488.7,6.68,active,56201.3,3.0,1.0,0.6666666666666666,0.0,45.0,929,1
553.26,upi,temporary_bank_issue,27.0,16,4798.4,299.9,4.49,active,10110.83,0.0,0.0,0.0,0.0,30.0,1302,1
2839.8,credit_card,customer_abandoned,29.0,16,23376.64,1461.04,8.43,active,97784.02,1.0,1.0,0.0,0.0,35.0,693,0
4020.8,upi,insufficient_funds,39.0,10,26025.5,2602.55,15.22,none,144640.34,0.0,0.0,0.0,0.0,30.0,240,0
4274.68,credit_card,insufficient_funds,23.0,14,32147.78,2296.27,29.05,none,140397.21,0.0,0.0,0.0,0.0,30.0,176,1
711.48,debit_card,network_error,43.0,13,14148.94,1088.38,3.78,none,20441.36,2.0,1.0,0.0,0.0,40.0,1256,1
1128.83,credit_card,network_error,32.0,22,20606.74,936.67,10.64,none,41071.44,2.0,0.5,0.0,0.0,40.0,755,1
577.98,upi,insufficient_funds,24.0,22,28895.02,1313.41,4.07,none,45751.31,3.0,0.3333333333333333,0.0,0.0,45.0,1972,0
1157.02,upi,customer_abandoned,24.0,19,26517.54,1395.66,3.59,none,32777.75,2.0,1.0,1.0,0.5,25.0,1935,1
2293.81,upi,customer_abandoned,32.0,24,70628.64,2942.86,21.43,active,282212.06,0.0,0.0,0.0,0.0,30.0,409,1
2529.43,debit_card,customer_abandoned,51.0,20,76458.8,3822.94,17.6,none,237683.41,0.0,0.0,0.0,0.0,30.0,415,1
5578.74,upi,customer_abandoned,35.0,23,49154.22,2137.14,10.55,none,84105.24,1.0,1.0,0.0,0.0,35.0,796,1
1794.59,upi,temporary_bank_issue,43.0,25,43621.0,1744.84,9.38,none,71836.7,3.0,1.0,0.3333333333333333,0.3333333333333333,35.0,974,0
2950.88,upi,insufficient_funds,39.0,18,69321.6,3851.2,3.49,none,98318.55,2.0,0.0,0.0,0.0,40.0,1882,0
478.85,net_banking,customer_abandoned,45.0,27,24613.74,911.62,5.13,active,40763.08,1.0,0.0,0.0,0.0,35.0,1924,1
551.22,net_banking,customer_abandoned,37.0,12,8969.52,747.46,6.98,active,23684.58,0.0,0.0,0.0,0.0,30.0,628,0
2254.05,upi,bank_decline,35.0,14,31057.32,2218.38,39.33,none,158929.54,0.0,0.0,0.0,0.0,30.0,130,1
2225.56,upi,authentication_failed,28.0,22,41460.54,1884.57,37.73,inactive,277117.9,1.0,1.0,1.0,1.0,5.0,213,1
2663.67,debit_card,customer_abandoned,29.0,19,49348.32,2597.28,19.77,none,119460.37,0.0,0.0,0.0,0.0,30.0,351,1
3060.42,wallet,insufficient_funds,18.0,16,49744.48,3109.03,3.24,none,63901.04,2.0,0.5,0.5,0.0,40.0,1801,1
1584.64,upi,expired_card,25.0,16,39499.68,2468.73,5.03,none,62450.06,0.0,0.0,0.0,0.0,30.0,1161,0
1556.59,credit_card,expired_card,50.0,21,23587.2,1123.2,5.0,active,45755.65,0.0,0.0,0.0,0.0,30.0,1534,1
1897.41,upi,customer_abandoned,27.0,18,37525.86,2084.77,4.37,none,67768.15,1.0,1.0,0.0,0.0,35.0,1506,0
4456.95,upi,bank_decline,47.0,23,43111.89,1874.43,39.44,none,137068.0,3.0,0.3333333333333333,0.0,0.0,45.0,213,0
818.64,debit_card,bank_decline,45.0,12,16403.52,1366.96,23.56,active,149107.43,0.0,0.0,0.0,0.0,30.0,186,1
823.22,net_banking,insufficient_funds,43.0,16,19349.76,1209.36,2.96,active,29528.03,2.0,0.5,0.0,0.0,40.0,1976,1
2274.15,debit_card,temporary_bank_issue,19.0,23,56299.17,2447.79,26.5,inactive,184908.25,0.0,0.0,0.0,0.0,30.0,317,1
2442.96,net_banking,authentication_failed,42.0,25,29488.75,1179.55,15.83,inactive,95223.67,1.0,1.0,1.0,0.0,35.0,577,1
1843.13,upi,bank_decline,25.0,17,34910.52,2053.56,8.44,none,53571.57,1.0,1.0,0.0,0.0,35.0,736,0
4298.76,wallet,temporary_bank_issue,31.0,21,35570.22,1693.82,20.4,none,130755.36,1.0,1.0,0.0,0.0,35.0,376,1
4022.87,debit_card,customer_abandoned,23.0,21,72845.22,3468.82,7.58,none,115798.43,1.0,0.0,0.0,0.0,35.0,1012,0
785.36,net_banking,expired_card,40.0,20,19608.0,980.4,5.02,active,39830.82,0.0,0.0,0.0,0.0,30.0,1454,0
1447.04,credit_card,insufficient_funds,36.0,19,36807.75,1937.25,5.61,active,72719.66,1.0,1.0,0.0,0.0,35.0,1238,0
1424.61,upi,bank_decline,41.0,22,36609.98,1664.09,13.13,active,83132.03,2.0,0.5,0.5,0.0,40.0,612,0
2060.33,debit_card,expired_card,34.0,16,50350.08,3146.88,10.08,none,122751.73,1.0,1.0,0.0,0.0,35.0,580,1
672.97,credit_card,customer_abandoned,39.0,19,10770.15,566.85,10.89,active,32649.44,2.0,0.0,0.0,0.0,40.0,637,1
987.04,debit_card,insufficient_funds,24.0,20,33608.0,1680.4,4.67,inactive,56822.27,3.0,1.0,0.3333333333333333,0.3333333333333333,35.0,1564,1
1347.1,upi,network_error,28.0,10,14681.9,1468.19,2.96,none,23419.31,2.0,1.0,0.5,0.5,25.0,1236,0
4388.79,upi,network_error,30.0,15,47476.8,3165.12,3.13,inactive,76191.36,0.0,0.0,0.0,0.0,30.0,1751,0
2037.7,net_banking,expired_card,26.0,13,28647.19,2203.63,3.74,none,41992.66,1.0,0.0,0.0,0.0,35.0,1269,0
1193.8,credit_card,customer_abandoned,24.0,15,21492.15,1432.81,10.52,none,62917.19,3.0,0.6666666666666666,0.0,0.0,45.0,521,1
477.77,credit_card,authentication_failed,33.0,20,17737.2,886.86,8.07,inactive,26886.6,4.0,0.75,0.75,0.25,42.5,905,1
562.34,upi,expired_card,38.0,12,4741.32,395.11,6.31,none,9354.71,1.0,1.0,1.0,0.0,35.0,695,0
3907.22,credit_card,bank_decline,39.0,12,31499.64,2624.97,2.69,active,40499.58,0.0,0.0,0.0,0.0,30.0,1629,1
2434.08,net_banking,expired_card,29.0,18,28976.94,1609.83,3.23,none,40459.37,2.0,0.0,0.0,0.0,40.0,2038,0
1377.23,credit_card,authentication_failed,26.0,16,22829.92,1426.87,27.96,inactive,108190.09,4.0,0.75,0.25,0.0,50.0,209,0
2577.21,upi,authentication_failed,37.0,16,34379.52,2148.72,9.02,inactive,56731.71,0.0,0.0,0.0,0.0,30.0,648,0
742.0,credit_card,customer_abandoned,36.0,18,14865.48,825.86,3.89,none,26835.84,1.0,0.0,0.0,0.0,35.0,1688,1
1593.59,debit_card,network_error,37.0,17,22913.96,1347.88,38.81,inactive,288779.07,0.0,0.0,0.0,0.0,30.0,160,1
